id,media_type,short_name,long_description,slug,genres,created_by,published_by,franchises,regions
260,Movie,Stan & Ollie,"Stan & Ollie follows Laurel & Hardy, the world's favorite comedy double act, who set out on a variety hall tour of Britain in 1953. Diminished by age and with their golden era as the kings of Hollywood comedy now behind them, they face an uncertain future. As they set out, crisscrossing the country, attendances are disappointingly low. But they've always been able to make each other laugh and as the charm and beauty of their performances shines through their audiences laugh too, and they re-connect with legions of adoring fans, old and new.",stan-and-ollie,{Comedy},{Entertainment One},{Sony Pictures Classics},{},
261,Show,,This Star Trek series follows Jean-Luc Picard (Patrick Stewart) in events that take place after Star Trek: The Next Generation.,star-trek-picard,{Sci-Fi},{},{CBS All Access},{},
262,Show,,"Star Trek: Short Treks is a series of short stories set in the Star Trek universe, each an opportunity for fans to dive deeper into key themes and characters that fit into Star Trek Discovery and the expanding “Star Trek” universe.  Each of the Star Trek: Short Treks stories center on a key character, including familiar faces from Star Trek: Discovery. ",star-trek-short-treks,{Sci-Fi},{},{CBS All Access},{},
263,Comic,Star Wars: Target Vader,"Darth Vader is on the hunt for a mysterious criminal syndicate operating outside of The Empire's rule. But little does he know he’s being hunted by a group of the galaxy’s deadliest bounty hunters, hired by the syndicate to take out Vader once and for all. Led by fallen Imperial Officer Beilert Valance, this ragtag group of assassins will stop at nothing to kill the biggest bounty of their lives.",star-wars-target-vader-2019,{Sci-Fi},{},{Marvel Comics},{},
264,Game,SteamWorld Quest,"Triumph over evil with the hand you're dealt! In this creative role-playing card game inspired by the SteamWorld universe, you’ll lead a party of aspiring heroes through a hand-drawn world and intense battles using only your wits and a handful of cards. Take on whatever threat comes your way by crafting your own deck choosing from over 100 unique punch-cards! 
<p>
What awaits you is a luscious treasure chest filled with gold, dragons, vivid worlds, magic, knights in shining armor as well as XP, turn-based battles and all that good RPG stuff! The game’s humorous mix of traditional fantasy and steampunk robots makes for an unforgettable experience with lots of laughs. ",steamworld-quest,"{Card,RPG}",{Image & Form International AB},{Thunderful},{},"{US, AU, UK, JP}"
265,Game,Stranger Things: The Game,"Stranger Things 3: The Game is the official companion game to Season 3 of the hit original series. This adventure game blends a distinctively retro 16-bit art style with modern gameplay mechanics to deliver nostalgic fun with a fresh new twist. Fans will be able to experience their favorite show through a mix of exploration, puzzles, and combat. 
<p>
Just like in the show, teamwork is at the heart Stranger Things 3: The Game. Fans can team up in two player local co-op or in single player mode alongside an AI partner, in the role of one of twelve characters from the show, each with unique abilities and attributes. Together, they’ll play through familiar events from the series while also uncovering never-before-seen Stranger Things secrets, ensuring a fun experience for those new to the world of Stranger Things and series super fans alike! ",stranger-things-3-the-game,{Action},{BonusXP},"{Netflix [Apps],BonusXP}",{},"{US, AU, UK, JP}"
266,Movie,Stuber,"A detective recruits his Uber driver into an unexpected night of adventure.  Dave Bautista, Karen Gillan, Natalie Morales, Betty Gilspin, Mira Sorvino, and Kumail Nanjiani star.",stuber,{Action Comedy},{Twentieth Century Fox Film Corporation},"{20th Century Fox,Walt Disney Studios Motion Pictures}",{},
267,Show,Stumptown,"Based on the ""Stumptown"" graphic novel series, ""Stumptown"" follows Dex Parios (Cobie Smulders) - a strong, assertive and sharp-witted army veteran with a complicated love life, gambling debt and a brother to take care of in Portland, Oregon. Her military intelligence skills make her a great PI, but her unapologetic style puts her in the firing line of hardcore criminals and not quite in alliance with the police.

<p>The cast includes Cobie Smulders as Dex Parios, Tantoo Cardinal as Sue Lynn Blackbird, Cole Sibus as Ansel Parios, Adrian Martinez as Tookie with Camryn Manheim as Lieutenant Cosgrove and Michael Ealy as Detective Miles Hoffman.",stumptown,{Drama},{},{ABC},{},
268,Game,Super Mario Maker 2,"In Super Mario Maker 2, let your imagination run wild with new tools, course parts, and features as you create the Super Mario courses of your dreams. ",super-mario-maker-2,"{Platformer,Educational,Productivity}",{},{Nintendo},{Mario},"{US, AU, UK, JP}"
269,Game,Super Smash Ultimate: Joker Challenger Pack,"Joker, the leader of the Phantom Thieves of Hearts from Persona 5, joins the battle! With the Joker Challenger Pack for Super Smash Bros. Ultimate, turn your rebellious spirit into strength, and fight gracefully alongside the great Arsene! Joker is paired with a new stage named Mementos. With his bold style and surprising speed, Joker will take your heart! 
<p>
This set contains the following: the new Joker fighter, the Mementos stage, 
11 new Music Tracks, 3 Smash tag icons, and 2 Spirits (Joker - Phantom Thief and Joker - Student). ",super-smash-bros-ultimate-joker-challenger-pack,"{DLC / Expansion,Fighting}",{},{Nintendo},{},"{US, AU, UK, JP}"
270,Comic,Superman: Year One,"From the burning world of Krypton to the bucolic fields of Kansas, the first chapter tracks Clark Kent's youth in Kansas, as he comes to terms with his strange powers and struggles to find his place in our world.",superman-year-one,{},{},{DC Comics},{},
271,Show,Swamp Thing,Swamp Thing is a scary love story following Abby Arcane as she investigates what seems to be a deadly swamp-born virus in a small town in Louisiana but soon discovers that the swamp holds mystical and terrifying secrets.,swamp-thing-the-series-dc-universe,{Drama},{},{DC Universe},{},
272,Show,,"Sword Art Online Alternative: Gun Gale Online centers on Karen Kohiruimaki, who is bad at dealing with people in her life and plays virtual shooter MMO Gun Gale Online as a feminine pink-clad Llenn. She eventually hits it off with another female player named Pitohui, who encourages her to join the Battle Royale-style tournament known as Squad Jam.",sword-art-online-alternative-gun-gale-online,{Anime},{},{},{},
273,Movie,Titans Go Vs Teen Titans,"In Teen Titans Go! vs. Teen Titans, the comedic modern-day quintet takes on their 2003 counterparts when villains from each of their worlds join forces to pit the two Titan teams against each other. They’ll need to set aside their differences and work together to combat Trigon, Hexagon, Santa Claus (that’s right, Santa!) and time itself in order to save the universe.

<p>Teen Titans Go! Vs. Teen Titans features the beloved multi-series cast of the past 17 years: Greg Cipes (The Middle, Teenage Mutant Ninja Turtles) as Beast Boy, Scott Menville (LEGO DC: Batman – Family Matters) as Robin, Khary Payton (The Walking Dead) as Cyborg, Tara Strong (Batman: The Animated Series, My Little Pony, Unikitty!) as Raven, and Hynden Walch (Adventure Time, Groundhog Day) as Starfire. The cast also spotlights Kevin Michael Richardson (The Simpsons, Family Guy, American Dad!) as Trigon/Hexagon, Robert Morse (Mad Men, How To Succeed in Business Without Really Trying) as Santa Claus, Grey Griffin (Scooby-Doofranchise, DC Super Hero Girls, The Fairly OddParents) as Mrs. Claus, Rhys Darby (Flight of the Conchords, Voltron: Legendary Defender) as Master of Games, Sean Maher (Firefly, Serenity) as Nightwing, and four-time Grammy Award winner “Weird Al” Yankovic (Milo Murphy’s Law) as Gentleman Ghost and Darkseid.

<p>Teen Titans Go! vs. Teen Titans is produced and directed by Jeff Mednikow (Be Cool, Scooby-Doo!, Teen Titans Go!) from a script by Marly Halpern-Graser (Batman vs. Teenage Mutant Ninja Turtles) and Jeremy Adams (LEGO DC: Batman – Family Matters). Sam Register is executive producer. Executive Producers are Aaron Horvath (Teen Titans Go!, Unikitty!) and Michael Jelenic (Teen Titans Go!, Batman: The Brave and the Bold).",teen-titans-go-vs-teen-titans,"{Animation,Super-Hero}",{},{Warner Home Video},{},
274,Movie,Tenki no Ko: Weathering With You,"A teenage boy named Hodaka moves to Tokyo befriends a girl named Hina, who has the ability to control the weather and clear rainy skies.  Makoto Shinkai is the director.",tenki-no-ko-weathering-with-you,{Anime},{},{},{},
275,Game,Terminator: Resistance,"Experience the events leading up to the decisive final battle for the fate of mankind in the war against the machines. Terminator: Resistance, is a first-person shooter set during the 'Future War' scenario that was only glimpsed at in the iconic films. The machines are destined to lose, but at what cost? Run and gun or sneak and hack through Skynet’s defenses! Level up your skills and explore a post-apocalyptic world for scraps to trade and craft! Interact with a motley group of survivors and change their fates! ",terminator-resistance,{Shooter},{Teyon},{Reef Entertainment},{},"{US, AU, UK, JP}"
276,Game,Tetris 99,,tetris-99,{Puzzle},{},{},{},"{US, AU, UK, JP}"
277,Movie,The Aeronauts,"In 1862, daredevil balloon pilot Amelia Wren (Felicity Jones) teams up with pioneering meteorologist James Glaisher (Eddie Redmayne) to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival.",the-aeronauts,{Action},{Amazon Studios},{Amazon Studios},{},
278,Comic,The Amazing Mary Jane,One lucky lady just hit the jackpot with her own series — The Amazing Mary Jane by writer Leah Williams and artist Carlos Gomez puts the spotlight on the love of Peter Parker's life!,the-amazing-mary-jane,{},{},{Marvel Comics},{},
279,Movie,The Art of Self-Defense,"After he's attacked on the street at night by a roving motorcycle gang, timid bookkeeper Casey (Jesse Eisenberg) joins a neighborhood karate studio to learn how to protect himself. Under the watchful eye of a charismatic instructor, Sensei (Alessandro Nivola), and hardcore brown belt Anna (Imogen Poots), Casey gains a newfound sense of confidence for the first time in his life. But when he attends Sensei's mysterious night classes, he discovers a sinister world of fraternity, brutality and hyper-masculinity, presenting a journey that places him squarely in the sights of his enigmatic new mentor. Audacious and offbeat, The Art of Self-Defense is an original dark comedy that takes toxic masculinity to absurd extremes.",the-art-of-self-defense,{Action Comedy},{},{Bleecker Street},{},
280,Comic,Batman's Grave,"The Batman's Grave, a twelve-issue monthly DC maxi-series about life, death and the questions most are too afraid to ask. ",the-batmans-grave,{},{},{DC Comics},{},
281,Game,The C64,"A timeless classic is being given a new lease of life with the launch of a full-sized version of The C64.  Developed by Retro Games Ltd. and distributed by Koch Media, The C64 is a fully licensed reimagining of the 80’s bestselling Commodore 64 home computer. 
<p>
The full sized The C64 has a full working keyboard, comes with an updated micro switch classic joystick which plugs into one of the four USB ports, and connects to any modern TV via HDMI.  It features three switchable modes – boot straight into original C64 BASIC, VIC20 BASIC  or switch to the Games Carousel and play one of the 64 built in games in 50Hz or 60Hz, with optional CRT Filters/Screen modes. 
<p>
As well as the classic C64 and VIC20 BASIC modes, the pre-installed games include such classics as California Games, Paradroid and Boulder Dash; with new additions like Attack of the Mutant Camels, Hover Bovver, Iridis Alpha, and Gridrunner; topped off with the recently released shoot ‘em up Galencia and text adventure Planet of Death to let you relive the glory days of true keyboard gaming! You can even load and save your own C64 and VIC20 games via USB flash drive as well as access multi disc titles. ",the-c64,{Hardware},{Retro Games Ltd.},{Koch Media},{},"{US, AU, UK, JP}"
282,Movie,The Clovehitch Killer,"Tyler's a good kid, a boy scout, raised by a poor but happy family in a small, religious town. But when he finds his dad, Don, has disturbing pornography hidden in the shed, he starts to fear that his dad might be Clovehitch, an infamous serial killer that was never caught. Tyler teams up with Kassi, a teenage outcast who's morbidly obsessed with the Clovehitch legend, to discover the truth in time to save his family.",the-clovehitch-killer,{Thriller},{},{IFC Midnight},{},
283,Game,The Dark Crystal Tactics,"The Dark Crystal: Age of Resistance comes to life as a thrilling tactical strategy game! In The Dark Crystal: Age of Resistance -- Tactics, fans can experience the fantasy world of Thra by playing through, and going beyond, the events of the series. Players will even encounter never-seen-before playable characters, stories, and environments. Over the course of 80 unique turn-based campaign battles taking place across the world of Thra, players will recruit new allies and customise their forces by assigning them jobs and outfitting them with new equipment. 
<p>
Devise unique ways for the outmatched Gelfling to fulfill their prophecy in multi-layered, turn-based tactical combat. Units can be customised for specific fights with gear, upgradable abilities, and a job system. Use guile, planning, and cunning to overcome superior foes! Throughout the game, players can delve deeper into the legend of The Dark Crystal, learning more about the Gelfling clans and their histories across more than 5 diverse, modular territories. Choose from over 15 character jobs and play through reimagined and brand-new battles against the malicious Skeksis, and help lead the proud Gelfling to victory. ",the-dark-crystal-age-of-resistance-tactics,{Strategy},{Krafton Game Union},{BonusXP},{},"{US, AU, UK, JP}"
284,Movie,The Dirt,"Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.",the-dirt,"{Musical,Drama}",{},{Netflix},{},
285,Show,The Dragon Prince,"Two human princes forge an unlikely bond with the elfin assassin sent to kill them in the original animated series, The Dragon Prince. All together, they embark on an epic quest to bring peace to their warring lands. ",the-dragon-prince,{Animation},{},{Netflix.com},{},
286,Game,Elder Scrolls Online: Elsweyr,"Elsweyris is a major chapter addition to The Elder Scrolls Online, the award-winning online multiplayer RPG. Dragons have invaded Tamriel in ESO: Elsweyr, part of a year-long adventure! Explore and defend the home of the Khajiit from an ancient evil, and command the undead with the Necromancer class. ",the-elder-scrolls-online-elsweyr,"{DLC / Expansion,RPG}",{ZeniMax Online Studios},{Bethesda  Softworks},{},"{US, AU, UK, JP}"
287,Movie,The Gentlemen,A British drug lord tries to sell off his highly profitable marijuana empire to a dynasty of Oklahoma billionaires.  Matthew McConaughey stars.,the-gentlemen,"{Crime,Action}",{Miramax},{STX Films},{},
288,Movie,The Goldfinch,"Theodore ""Theo"" Decker was 13 years old when his mother was killed in a bombing at the Metropolitan Museum of Art. The tragedy changes the course of his life, sending him on a stirring odyssey of grief and guilt, reinvention and redemption, and even love. Through it all, he holds on to one tangible piece of hope from that terrible day... a painting of a tiny bird chained to its perch. The Goldfinch.",the-goldfinch,{Drama},"{Amazon Studios,Warner Bros. Pictures}",{Warner Bros. Pictures},{},
289,Show,The Imagineering Story,"Creating happiness is hard work. This six-hour saga by Academy Award nominated director, Leslie Iwerks, chronicles the sixty-seven year history of Walt Disney Imagineering, a place best described as equal parts artist studio, design center, think tank and innovation laboratory. This is where an eclectic group of creative people bring ideas to life. They’re responsible for building twelve theme parks around the world - the Happiest Places on Earth.",the-imagineering-story,{Documentary},{},{Disney Plus},{},
290,Show,The Innocent Man,"In a story that gained national attention with John Grisham’s best-selling non-fiction book, The Innocent Man: Murder and Injustice in a Small Town, the six-part documentary series The Innocent Man focuses on two murders that shook the small town of Ada, Oklahoma, in the 1980s — and the controversial chain of events that followed.

<p><p>Directed by Clay Tweel, The Innocent Man includes interviews with victims’ friends and families, Ada residents, attorneys, journalists, and others involved in the cases. (Grisham appears, as does attorney Barry Scheck, co-director of the Innocence Project.) Developed as a documentary series by Tweel and Ross Dinerstein, it blends new footage with compelling archival video and photos. The series is produced by Maura Anderson and Shannon Riggs. Executive producers are John Grisham, David Gernert, Tweel and Dinerstein.",the-innocent-man,{Documentary},{},{Netflix.com},{},
291,Comic,The Invaders,"In commemoration of Marvel’s 80th anniversary and springing from events in the pages of AVENGERS and THE BEST DEFENSE, the Marvel Universe’s first super-team is back! CAPTAIN AMERICA. THE HUMAN TORCH. THE WINTER SOLDIER. NAMOR. They fought in WORLD WAR II together as THE INVADERS.",the-invaders-2019,{},{},{Marvel Comics},{},
292,Movie,The Kitchen,"Written and directed by Andrea Berloff and based on the DC Vertigo comic, The Kitchen is a gritty, female-driven mob drama starring Oscar nominee Melissa McCarthy, Tiffany Haddish, and Elisabeth Moss as three 1978 Hell’s Kitchen housewives whose mobster husbands are sent to prison by the FBI. Left with little but a sharp ax to grind, the ladies take the Irish mafia’s matters into their own hands -- proving unexpectedly adept at everything from running the rackets to taking out the competition ... literally. ",the-kitchen,"{Drama,Crime}",{New Line Cinema},{Warner Bros. Pictures},{},
293,Game,Zelda: Link's Awakening,"Link has washed ashore on a mysterious island with strange and colorful inhabitants. To escape the island, Link must collect magical instruments across the land and awaken the Wind Fish. 
<p>
The Legend of Zelda: Link's Awakening is a grand remake of one of the most beloved entries in The Legend of Zelda franchise. Explore a reimagined Koholint Island that’s been faithfully rebuilt in a brand-new art style that will entice fans and newcomers alike. Battle enemies as you conquer numerous dungeons and uncover the hidden secrets of the island. Encounter Super Mario enemies like Goombas, Piranha Plants, and more, and interact with unique locals who help Link on his adventure. As you clear dungeons throughout the main story, earn dungeon rooms (Chambers), then arrange them into custom layouts in the all-new Chamber Dungeon. Place your dungeon entrance, Nightmare room, and everything in between as you try to fulfill objectives and play through a new dungeon. Tap compatible amiibo figures to earn more Chambers and and additional Chambers throughout the game in updated mini-games, such as the river rapids, trendy game, and fishing. ",legend-of-zelda-links-awakening-switch,"{RPG,Action}","{Grezzo,Nintendo}",{Nintendo},{The Legend of Zelda},"{US, AU, UK, JP}"
294,Movie,The Lighthouse,"From Robert Eggers, the visionary filmmaker behind modern horror masterpiece The Witch, comes this hypnotic and hallucinatory tale of two lighthouse keepers on a remote and mysterious New England island in the 1890s. ",the-lighthouse,"{Horror,Drama,Thriller}",{},{A24},{},
295,Show,,,the-little-drummer-girl,{Drama},{},{AMC},{},
296,Movie,The Lodge,"Following Richard Marsh, a non-fiction author who has an obsession with extreme Christian cults, The Lodge is a family horror like no other. After taking up with the only survivor of a cult's violent mass suicide, Richard makes the ill-informed decision to head off to a desolate wooded lodge with his children and new fiance where they soon become snowed in and awful, horrifying things begin to happen. ",the-lodge,{Horror},{},{Neon},{},
297,Movie,The Man Who Killed Hitler and Then The Bigfoot,"The story follows a legendary American war veteran named Calvin Barr who, decades after serving in WWII and assassinating Adolf Hitler, must now hunt down the fabled Bigfoot. Living a peaceful life in New England, the former veteran is contacted by the FBI and the Royal Canadian Mounted Police to lead the charge as the creature is carrying a deadly plague and is hidden deep inside the Canadian wilderness.",the-man-who-killed-hitler-and-then-the-bigfoot,{Drama},{},{RLJ Entertainment},{},
298,Movie,The Night Comes For Us,"The Night Comes For Us follows Ito (played by Joe Taslim), a former triad enforcer, and his mission to protect a young girl while trying to escape his former gang after his mysterious disappearance setting off a violent battle on the streets of Jakarta.  ",the-night-comes-for-us,{Action},{},{Netflix},{},
299,Game,The Outer Worlds,"In the sci-fi RPG The Outer Worlds, explore the furthest reaches of space and encounter a host of factions all vying for power. Who you decide to become will determine the fate of everyone in Halcyon. In the corporate equation for the colony, you are the unplanned variable. Lost in transit while on a colonist ship bound for the furthest edge of the galaxy, you awake decades later than you expected only to find yourself in the midst of a deep conspiracy threatening to destroy the Halcyon colony. As you explore the furthest reaches of space and encounter a host of factions all vying for power, who you decide to become will determine the fate of everyone in Halcyon. In the corporate equation for the colony, you are the unplanned variable. 
<p>
Welcome to the future -- try not to break it.  Build any character you want and set out for thrilling single-player first person role-playing gameplay, including optional flaws based on your own game experience. Lead a crew of companions armed with unique abilities that have their own missions, motivations and ideals. Find your ship and explore the settlements, space stations and other diverse locations in the Halcyon colony. ",the-outer-worlds,{RPG},"{Virtuos Games,Obsidian Entertainment}",{Private Division},{},"{US, AU, UK, JP}"
300,Show,The Outsider,"Based on the Stephen King novel, The Outsider centers on an investigation into the death of a local boy which takes an unusual supernatural turn, forcing everyone to question what they believe.",the-outsider,{Drama},{},{HBO},{},
301,Movie,The Perfection,"When troubled musical prodigy Charlotte (Allison Williams) seeks out Elizabeth (Logan Browning), the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",the-perfection,{Drama},{},{Netflix},{},
302,Movie,The Silence,"When the world is under attack from terrifying creatures who hunt their human prey by sound, 16-year old Ally Andrews (Kiernan Shipka), who lost her hearing at 13, and her family seek refuge in a remote haven. But they discover a sinister cult who are eager to exploit Ally’s heightened senses. The Silence is directed by John R. Leonetti and stars Stanley Tucci, Kiernan Shipka, Miranda Otto, John Corbett, Kate Trotter and Kyle Breitkopf.",the-silence-netflix,{Horror},{},{Netflix},{},
303,Show,The Society,"The Society follows a group of teenagers who are mysteriously transported to a facsimile of their wealthy New England town without any trace of their parents. Their newfound freedom will be fun... but it will also be very dangerous.  As they struggle to figure out what has happened to them and how to get home, they must establish order and form alliances if they want to survive.",the-society,{Drama},{},{Netflix.com},{},
304,Show,The Spy,"Sacha Baron Cohen plays Eli Cohen in The Spy, a six episode limited drama series exploring Cohen’s role as a spy for Israel in Syria in the early 1960s. Eli Cohen is one of the most legendary spies in the world. Cohen lived in Damascus undercover in the beginning of the '60s, spying for Israel. He managed to embed himself into Syrian high society and rise through the ranks of their politics. His actions, connections and immense sacrifice have had lasting consequences, shaping the Middle East of today. ",the-spy-netflix,{Drama},{},{Netflix.com},{},
305,Show,The Toys That Made Us,The minds behind history's most iconic toy franchises discuss the rise -- and sometimes fall -- of their billion-dollar creations.,the-toys-that-made-us,{Documentary},{},{Netflix.com},{},
306,Show,The World According to Jeff Goldblum,"See the world through the eyes of Jeff Goldblum.  Jeff pulls back the curtain on a seemingly familiar object to reveal a world of astonishing connections, fascinating science, and a whole lot of big ideas.",the-curiosity-of-jeff-goldblum,{Documentary},{},{Disney Plus},{},
307,Movie,They Shall Not Grow Old,"They Shall Not Grow Old is a poignant WWI documentary directed by Academy Award winner Peter Jackson which opens a window to the past in a way that has never been seen or heard before. This extraordinary look at the soldiers and events of the Great War, using film footage captured at the time, now presented as the world has never seen. By utilizing state-of-the-art restoration, colorization and 3D technologies, and pulling from 600 hours of BBC archival interviews, Jackson puts forth an intensely gripping, immersive and authentic experience through the eyes and voices of the British soldiers who lived it.  ",they-shall-not-grow-old,"{War,Documentary}",{},{Warner Bros. Pictures},{},
308,Movie,Tigers Are Not Afraid,"Writer-director Issa López draws on the real-life consequences of the drug wars in Mexico for her dark fairy tale about orphaned children left behind in the aftermath of violence. Estrella wants nothing more than to be reunited with her missing mother. Her wish is granted with a cruel twist when her mother returns to her from the dead to haunt her every move. Hoping to escape the past, Estrella runs away and joins a gang of street kids who have experienced similar losses. But she soon realizes that the dead and those we lose never truly leave us — and that wishes rarely come true the way you want them to.",tigers-are-not-afraid,{Drama},{},{},{},
309,Movie,Tokyo Ghoul S,"Now a member of Anteiku, Ken Kaneki grows closer to the ghouls around him. Determined to protect his new home against anti-ghoul forces, he trains his powers in secret. But when the infamous gourmet, Shu Tsukiyama, wishes to savor some half-ghoul flavor, Kaneki’s training is put to the test of a lifetime.",tokyo-ghoul-s-the-movie,{Action},{},{FUNimation Productions},{},
310,Game,Ghost Recon Breakpoint,"Tom Clancy’s Ghost Recon Breakpoint puts players back in the boots of the Ghosts, an Elite US Special Operations Unit. But this time they are stranded behind enemy lines, facing their toughest enemy to date! This military shooter is set in a diverse and hostile open world entirely playable solo or in up to four-player co-op. To overcome adversity, players will enjoy total freedom to accomplish their missions and have plenty of tactical options and tools at their disposal, including a set of new military features. They will be able to carry enemies and teammates’ bodies, blend into their environment with prone camo and set up camp with teammates in the bivouac to manage equipment, change classes, and fine-tune their strategies. They will also be able to choose among thousands of customization combinations to create their perfect Ghost, and keep their character and progression through the game in both the main campaign and Player-versus-Player combat. 
<p>
The Wolves, a lethal ex–US Military unit of former Ghosts gone rogue, have taken over the island of Auroa, where the most technically advanced facilities meet wild and untamed nature. Home to drone creators, tech giant Skell Technology, Auroa has fallen into the wrong hands and all contact has been lost. Led by Nomad’s ex-brother-in-arms, Lt. Colonel Cole D. Walker, portrayed by Jon Bernthal, they have reprogrammed Skell’s drones into killing machines and are ready to use them, no matter the casualties. Nomad and the Ghosts are sent in on a recon mission, but their helicopters are shot down. Injured, without support, and hunted down, players will live an intense military experience as they fight to survive, take down the Wolves and regain control of Auroa. ",ghost-recon-breakpoint,{Shooter},{Ubisoft Paris},{Ubisoft},{},"{US, AU, UK, JP}"
311,Comic,Transformers,"In the infinite universe, there exists a planet like no other: Cybertron! Home to the Transformers, and a thriving hub for inter-stellar commerce, it is a world brimming with organic and constructed diversity. Immense structures line its landscape. Mechanical giants roam across its surface. Starship-sized titans orbit its skies, keeping a constant protective watch above and below. Ancient Transformers merge into its very fabric. Small, mysterious creatures skulk in its shadows. It is a truly amazing realm, long untouched by war, and exuberantly reaching for the stars. This is the Cybertron that Optimus Prime and Megatron vie for in this bold new origin—a world of seemingly endless peace! All that changes when Bumblebee and Windblade take a newly-forged Cybertronian on his first voyage through this world of wonders—they are confronted by the hard reality of the first murder to have occurred on Cybertron in living memory!",transformers-2019,{Sci-Fi},{},{IDW Publishing},{},
312,Game,Trine 4,"In Trine 4: The Nightmare Prince, the three heroes of the best-selling adventure series are back, sent on a quest to retrieve the troubled young Prince Selius. Amadeus the Wizard, Pontius the Knight, and Zoya the Thief are joined together once again on a thrilling quest through fantastical fairytale landscapes teeming with danger. Trine 4 reaches new heights in the series, bringing the most complete gameplay experience ever to fans and new players alike!  
<p>
Prince Selius suffers from intensely dark dreams and due to his magical talents, monstrous nightmares are able to slip into reality and wreak havoc on the waking world. Amadeus, Pontius, and Zoya must find the afflicted prince and resolve the desperate situation before the world is engulfed by the Nightmare Prince's shadows. ",trine-4,"{Platformer,RPG,Action}",{Frozenbyte},{Modus Games},{},"{US, AU, UK, JP}"
313,Show,Truth Be Told,"Octavia Spencer stars in an adaptation of Kathleen Barber’s true-crime novel, which explores how the boom in crime podcasts can have unintended consequences for suspects and victims. Reese Witherspoon is executive producing, while Lizzy Caplan and Aaron Paul are also attached to star.",truth-be-told-2019,{Drama},{},{Apple TV Plus},{},
314,Show,Turn Up Charlie,Idris Elba stars as a failed DJ trying to relaunch his career while working as a nanny for his superstar best friend's wild child 11-year-old daughter.  Piper Perabo and JJ Feild also star.,turn-up-charlie,{Comedy},{},{Netflix.com},{},
315,Show,Ultraman,"Once there was a ""Giant of Light"" that defended world peace from the threat of giant monsters and alien invasions. His name was Ultraman. Time has now passed since he completed his mission, in which he bonded with scientific investigation team member Shin Hayata, and departed the Earth. During this time humanity welcomed an age of prosperity. But it was no more than just the illusion of peace... Now, when the world once again needs the power of a ""Giant of Light,"" a new hero emerges who has inherited the genetic factor of light. But he is no giant. He is a normal-sized troubled high school student, clad in a metallic powered suit. His name is Shinjiro Hayata. A new story unfolds as the son of Shin Hayata, the man who was once Ultraman, struggles to become the Ultraman of a new generation.",ultraman-2019,{Animation},{},{Netflix.com},{},
316,Comic,Uncanny X-Men,"The Children of the Atom are back! The flagship X-Men series that started it all returns! Starting with a mysterious and tragic disappearance, the X-Men are drawn into what might be ... their final adventure?! 
<p>
X-Fan favorite writers Ed Brisson (EXTERMINATION), Matthew Rosenberg (PHOENIX RESURRECTION) and Kelly Thompson (MR. & MRS. X) and all-star artists Mahmud Asrar (X-MEN RED), R.B. Silva (X-MEN BLUE), Yildiray Cinar (WEAPON X) and Pere Pérez (ROGUE AND GAMBIT) join forces to bring you ... X-Men Disassembled?!",uncanny-x-men-2018,{},{},{Marvel Comics},{},
317,Movie,Uncut Gems,Uncut Gems stars Adam Sandler as a jewelry store owner and dealer to the rich and famous.,uncut-gems,"{Comedy,Crime}",{},{A24},{},
318,Movie,Underwater,A crew of underwater researchers must scramble to safety after an earthquake devastates their subterranean laboratory.  Kristen Stewart and Jessica Henwick star.,underwater,"{Thriller,Action}",{Twentieth Century Fox Film Corporation},{Twentieth Century Fox Film Corporation},{},
319,Movie,Unicorn Store,"Kit (Brie Larson) is a lonely twenty-something dreamer who's reluctant to leave the comforts of childhood and fully embrace adulthood. But when art school sends her packing, Kit is forced to move back home with her parents and take a temp job in a boring office. Just when she’s resolved to finally put her Care Bears aside and grow up, a mysterious salesman (Samuel L. Jackson) enters Kit's life and offers to give her childlike heart its greatest desire. Larson's directorial debut, with a script by Samantha McIntyre, is a love letter to everyone's inner child, and a reminder that no dream is impossible.",unicorn-store,{Comedy},{},{Netflix},{},
320,Movie,United We Fan,"Fans, stars, creators, and more come together to explore the dynamic history and evolution of save-our-show television fan campaigns from the letter-writing of yesterday to social media campaigns of today. ",united-we-fan,{Documentary},{},{},{},
321,Game,Star Wars: Vader Immortal: Episode 3,,vader-immortal-a-star-wars-vr-series-episode-iii,"{Action,Episodic,DLC / Expansion}",{ILMxLAB},{Disney Electronic Content},{Star Wars},"{US, AU, UK, JP}"
322,Movie,Velvet Buzzsaw,"Velvet Buzzsaw is a satirical thriller set in the contemporary art world scene of Los Angeles where big money artists and mega-collectors pay a high price when art collides with commerce. 

<p>Written and directed by Dan Gilroy, Velvet Buzzsaw is produced by Jennifer Fox and stars Jake Gyllenhaal, Rene Russo, Zawe Ashton, Natalia Dyer, John Malkovich, Daveed Diggs, Toni Collette and Tom Sturridge.",velvet-buzzsaw,"{Comedy,Horror,Crime}",{},{Netflix},{},
